,0
1873,110101000000
1874,001001010000
1875,000000000000
1876,000101000000
1877,110001000000
1878,000101000000
1879,000000000100
1880,000000010100
1881,000000000000
1882,110001010000
1883,110001010100
1884,110001000000
1885,000101000000
1886,110001000000
1887,000101010100
1888,000101010100
1889,000000000000
1890,110101000000
1891,110101000000
1892,000101010000
1893,000001000100
1894,001001000000
1895,000000000000
1896,110001010100
1897,000101000000
1898,001001000000
1899,110101010100
1900,110001000000
1901,110101000000
1902,000100010100
1903,000101010100
1904,000101010100
1905,110001000000
1906,000101010100
1907,000101000000
1908,110001000000
1909,110001000000
1910,110001000000
1911,000101000100
1912,110001000100
1913,000101010100
1914,000000000000
1915,000101010100
1916,110101010100
1917,110101010100
1918,110001010100
1919,110001000000
1920,110001000000
1921,110001000000
1922,110001000000
1923,000000000000
1924,000000000000
1925,110001000100
1926,000101000000
1927,000101000000
1928,110001000000
1929,110001000000
1930,000101010100
1931,000000000000
1932,110101010100
1933,000101000000
1934,110001000100
1935,000000010100
1936,000000010000
1937,000101000000
1938,001001010000
1939,110001010100
1940,110001000100
1941,110001000000
1942,000101010000
1943,000101000000
1944,110001000000
1945,000000000000
1946,000101000000
1947,110101010100
1948,000101000000
1949,110001010100
1950,110001000100
1951,000000000100
1952,000000000000
1953,000100010100
1954,110101010100
1955,000000000000
1956,000001010100
1957,000101000000
1958,110101000000
1959,110001000000
1960,110001010100
1961,000000000000
1962,110001000000
1963,110001000000
1964,000101000000
1965,000000000000
1966,110001000100
1967,110001000000
1968,000000000100
1969,000101000100
1970,110001010100
1971,110001010000
1972,110101010000
1973,000000000000
1974,000101010100
1975,000101000000
1976,000101000000
1977,000101000000
1978,000101010000
1979,110001000100
1980,000000000000
1981,110001000100
1982,110101010100
1983,110001010100
1984,000000000100
1985,000000010100
1986,110001010100
1987,000000000000
1988,110101010000
1989,110001010000
1990,110001000000
1991,001001010100
1992,001001000000
1993,000101000000
1994,000101010100
1995,000101010000
1996,110001010100
1997,000000000000
1998,110001000000
1999,000000000000
